"date","asplanchna","asterionella","brachionus","diatom_chain","dinobryon","eudiaptomus","kellikottia","keratella_quadrata","nauplius","polyarthra","rotifers","synchaeta","ceratium","cyclops","fragilaria","keratella_cochlearis","paradileptus","bosmina","daphnia","trichocerca","conochilus","diaphanosoma","uroglena","leptodora","chaoborus","aphanizomenon","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","diatom","ciliate","mean_temp","cv_temp_day","cv_temp_depth","mean_condF","cv_condF_day","cv_condF_depth","mean_o2","cv_o2_day","cv_o2_depth","mean_o2ppm","cv_o2ppm_day","cv_o2ppm_depth","mean_ph","cv_ph_day","cv_ph_depth","mean_chla","cv_chla_day","cv_chla_depth","mean_turb","cv_turb_day","cv_turb_depth","mean_phycoer","cv_phycoer_day","cv_phycoer_depth","mean_par","cv_par_day","cv_par_depth","mean_phy","cv_phy_day","cv_phy_depth","mean_cloud_cover","mean_global_radiation","atmospheric_pressure_max","atmospheric_pressure_min","atmospheric_pressure_mean","temp_max","temp_min","temp_mean","precipitation_tot","rel_air_humidity_max","rel_air_humidity_min","rel_air_humidity_mean","sunshine_duration","windspeed_mean","windspeed_max","wind_direction_mean","mean_global_radiation_GR","atmospheric_pressure_max_GR","atmospheric_pressure_min_GR","atmospheric_pressure_mean_GR","temp_max_GR","temp_min_GR","temp_mean_GR","precipitation_tot_GR","rel_air_humidity_max_GR","rel_air_humidity_min_GR","rel_air_humidity_mean_GR","windspeed_mean_GR","windspeed_max_GR","wind_direction_mean_GR","sample","Nitrat","Nitrit","Ammonium","oP","TP","TN","TOC","mean_thermocline_depth","cv_thermo","mean_schmidt","cv_schmidt","mean_epi_temp","cv_epi_temp","mean_mixed_layer_depth","cv_mixed_layer_depth","ml_irradiance","mean_oxycline_depth","cv_oxycline_depth"
2021-07-16,0.00027777777777777,0.0180555555555556,0.0127777777777778,0.00055555555555555,0.171319444444444,0.00180555555555556,0.00770833333333334,0.0140972222222222,0.0277777777777778,6.94444444444446e-05,0.15375,0.00027777777777777,0.0746527777777777,0.0184027777777778,0.766041666666667,0.00541666666666667,0.00256944444444444,0.00020833333333333,0.00583333333333334,0.00340277777777778,0.00027777777777777,0.00013888888888888,0.00111111111111111,0.00034722222222222,0.00013888888888888,0.056875,0.135,0.0643055555555555,0.0699305555555555,0.0534722222222222,0.0645833333333333,0.0326388888888889,0.0127083333333333,0.00208333333333333,0.016875,0.0153472222222222,18.9262517605634,0.00649938499628054,0.0568844673467703,0.422600352112676,0.00464071077125973,0.00990660887932506,87.4820070422535,0.302170762634592,0.148637756807258,7.68345070422535,0.300946442710914,0.139326566446031,8.16727288732394,0.00339270951596884,0.0301383312521814,10.9614436619718,0.143559499650595,0.495344546342249,1.08890845070423,0.106637105299878,0.179726396332436,NA,NA,NA,1.62869718309859,4.39055889399187,-37.5686018428953,3.34401408450704,0.138609983805174,0.671621751588216,79,170,957,952.3,954.6,19.6,14.4,16.2,5.3,97.5,65.3,88.9,3.1,0.9,1.7,342,189.258680555556,970.7,966.1,968.129861111111,20.2,14.7,17.1791666666667,6.69,100,77.7,93.8175,1.87347222222222,6.2,195.530208333333,NA,NA,NA,NA,NA,NA,NA,NA,11.7764896386806,0.0355460739616725,853.61137459684,0.0130346287187608,17.6881261049173,0.0180638159155374,4.85,0.0853689351763737,10.1483707757876,10.6875,0.381465892597505
2021-07-17,0.00097222222222222,0.0231944444444444,0.0122916666666667,0.00013888888888888,0.0395138888888889,0.00173611111111111,0.00902777777777778,0.0126388888888889,0.0368055555555556,0.00027777777777777,0.159513888888889,0.00034722222222222,0.0659027777777777,0.0134027777777778,0.718541666666667,0.00486111111111111,0.00361111111111111,0.00048611111111111,0.00479166666666667,0.00305555555555556,0.00027777777777777,0.00020833333333333,0.00083333333333333,0.00111111111111111,0.00048611111111111,0.0555555555555556,0.155138888888889,0.0713888888888889,0.0714583333333333,0.0570833333333333,0.0651388888888889,0.0396527777777778,0.0139583333333333,0.00194444444444444,0.0216666666666667,0.0149305555555556,18.9995457746479,0.00712358490877487,0.051303609560497,0.426227112676056,0.00236523398418078,0.0127944668283177,97.2855633802817,0.189162769900971,0.146554250608649,8.52077464788732,0.188363819459106,0.137125783051539,8.13954929577465,0.00492468517185818,0.0360374278495803,14.25,0.14587931702562,0.590038036994578,1.24031690140845,0.0440842672476563,0.15611023064548,NA,NA,NA,3.39383802816901,3.15215870800477,-0.029529313788899,4.31496478873239,0.127938238234452,0.781414103564224,96,141,957.4,955.9,956.6,22,15.5,17.9,13.4,97.9,68.7,89.8,2.1,1.1,2.7,21,154.685208333333,971.3,969.7,970.497013888889,23.3,16,18.7224305555556,5.99833333333333,100,68.9,93.3793055555556,1.80326388888889,6,120.782708333333,NA,NA,NA,NA,NA,NA,NA,NA,11.1827753055214,0.114697055064065,861.406049000604,0.0276302598765537,18.0336881799962,0.042444875735776,5,0.123750901872616,15.3290329160915,11.7375,0.297822033397047
2021-07-18,0.00090277777777777,0.0385416666666667,0.00895833333333334,0.00048611111111111,0.0366666666666667,0.0025,0.013125,0.00993055555555555,0.0357638888888889,0.00041666666666666,0.127430555555555,0.00048611111111111,0.0475694444444444,0.0167361111111111,0.963125000000001,0.00527777777777778,0.00430555555555555,0.00013888888888888,0.0134722222222222,0.00409722222222222,0.00020833333333333,0.00048611111111111,0.00125,0.000625,6.94444444444446e-05,0.0799305555555556,0.136736111111111,0.0622916666666667,0.064375,0.0525694444444444,0.0640277777777778,0.0432638888888889,0.01875,0.00243055555555556,0.0244444444444444,0.01375,18.8887588028169,0.0177997806700777,0.0543204437475499,0.42681338028169,0.00312529632367178,0.00684200275863682,95.6017253521127,0.16706813279693,0.161661068875821,8.39260563380282,0.162763245883837,0.155107057360402,8.1080176056338,0.00829813726039976,0.0305302684423926,13.3306338028169,0.15394125741773,0.567915127379728,1.26919014084507,0.0247534014597743,0.117647552173802,NA,NA,NA,3.81830985915493,2.64170533190801,0.590030799438804,4.18450704225352,0.146495631926868,0.848508040893491,54,230,955.8,954.5,955.2,24,16,19.5,0,97.9,54.1,81.2,6.6,1.6,3.2,45,247.608333333333,970.6,968,969.047708333333,24.3,18.2,20.6118055555556,0.176666666666667,100,62.3,87.0604166666667,2.42409722222222,7.1,182.064097222222,NA,NA,NA,NA,NA,NA,NA,NA,12.3046516571119,0.0363664306037948,875.024664397613,0.0488924286194672,17.4822523517887,0.0317480419483619,5.2,0.098595376071024,13.1849457845399,11.4875,0.358511757737937
2021-07-19,0.00090277777777777,0.0709027777777778,0.00611111111111111,0.00020833333333333,0.0295833333333333,0.00277777777777778,0.031875,0.014375,0.0388194444444444,0.00048611111111111,0.126805555555556,0.00090277777777777,0.0905555555555555,0.0110416666666667,0.895625,0.00520833333333333,0.00694444444444445,0.00027777777777777,0.00965277777777778,0.00555555555555556,0.00083333333333333,0.00048611111111111,0.00104166666666667,0.00152777777777778,0.00055555555555555,0.167013888888889,0.168333333333333,0.0731944444444445,0.0580555555555556,0.049375,0.0564583333333333,0.0633333333333333,0.0311111111111111,0.00263888888888889,0.0268055555555556,0.0149305555555556,19.1974718309859,0.00886240403686637,0.0773241410502833,0.427419014084507,0.00136011957614626,0.00600123859276613,119.454454225352,0.0735200743373051,0.191608254898991,10.3816901408451,0.0722283808836882,0.167447027831338,8.22429049295775,0.00453282146535551,0.0399606299407509,17.5024647887324,0.114378680163633,0.58687407286666,1.2762323943662,0.0267377175939156,0.150223635844262,NA,NA,NA,5.0806338028169,1.97024279381852,0.405364760003699,6.18591549295775,0.156388732208051,0.743939814457976,38,322,954.8,952,953.4,26.8,15.3,20.8,0,95.3,41.9,70.4,11.9,2.3,3.9,41,334.320694444444,969.1,965.3,967.210138888889,27.2,15.5,21.2469444444444,0.0116666666666667,100,44,79.5041666666667,2.29111111111111,7.8,160.531319444444,NA,NA,NA,NA,NA,NA,NA,NA,10.799378997316,0.048653577823162,922.576828518794,0.0223591308885056,18.4586029511079,0.0362291619518019,4.1,0.137972054865668,14.1096556278726,12.55,0.0312981834601423
2021-07-20,0.00159722222222222,0.0738888888888889,0.005,0.00013888888888888,0.0244444444444444,0.00215277777777778,0.0195138888888889,0.0104166666666667,0.0350694444444444,0.00027777777777777,0.0723611111111111,0.00055555555555555,0.0485416666666667,0.0113888888888889,0.684652777777778,0.00333333333333333,0.00576388888888888,0.00034722222222222,0.00486111111111111,0.00361111111111111,0.00034722222222222,6.94444444444446e-05,0.00027777777777777,0.000625,0.00034722222222222,0.105625,0.174305555555556,0.0668055555555555,0.0679861111111111,0.0584027777777778,0.040625,0.0875694444444444,0.0534722222222222,0.003125,0.03,0.0119444444444444,18.9245052816901,0.0136538692884346,0.0685679373812764,0.428394366197183,0.00199908387683202,0.00804984478248093,121.612693661972,0.099744569578436,0.228798174205043,10.619014084507,0.0938115820485889,0.205877494545488,8.15581161971831,0.00975294214065984,0.0371511745187325,19.6964788732394,0.160063255580613,0.681721842756874,1.29366197183099,0.0641494338127981,0.316555080869721,NA,NA,NA,3.9487676056338,2.25794010961903,0.564463048299252,7.00475352112676,0.145409410015226,0.825938999060575,21,317,955.4,953.2,954,25.7,14.9,20.4,0,89.7,34.9,64.8,13.1,1.9,4.3,35,330.231805555556,969.2,966.8,967.547083333333,26.6,16.9,21.5446527777778,0.0616666666666667,93.7,40.6,72.6466666666667,2.08583333333333,5.8,238.492708333333,NA,NA,NA,NA,NA,NA,NA,NA,11.2277385560492,0.0607455489938358,899.168698651882,0.0304524673404243,18.2922245757786,0.0423829481857302,4.725,0.128859917285721,8.94408969073048,12.5125,0.0274991113903457
2021-07-21,0.00104166666666667,0.0346527777777778,0.00347222222222222,0,0.00805555555555556,0.00090277777777777,0.00715277777777778,0.00715277777777778,0.0328472222222222,0.00034722222222222,0.054375,0.00027777777777777,0.0217361111111111,0.00520833333333333,0.462152777777778,0.00215277777777778,0.00236111111111111,0,0.00097222222222222,0.003125,0.00020833333333333,0,0.00013888888888888,0.00048611111111111,0.00048611111111111,0.0320138888888889,0.151875,0.0579861111111111,0.0807638888888889,0.044375,0.0238888888888889,0.0732638888888889,0.0452777777777778,0.00222222222222222,0.0197222222222222,0.0107638888888889,19.1800070422535,0.00672305535205181,0.0895486487594507,0.426894366197183,0.00137035711829251,0.0153089818353371,139.34823943662,0.0526587953247022,0.263206518060249,12.0709507042254,0.0511473638656702,0.23462572281457,8.21026584507042,0.00366352830246464,0.0388863682949921,26.5230633802817,0.0636305179680812,0.683190243345244,1.43415492957746,0.056136313041162,0.415778766624173,NA,NA,NA,3.38468309859155,2.50582387394314,0.653571601691738,8.99683098591549,0.0695632136592542,0.756693484302465,13,327,956.8,955,956,26.9,14,20.5,0,85.6,29.5,61.7,13.6,1.6,2.7,31,327.014930555556,970.7,968.8,969.595833333333,27.6,16,21.4845833333333,0.03,93.7,37.4,70.4277777777778,1.93756944444444,4.2,259.664930555556,NA,NA,NA,NA,NA,NA,NA,NA,11.6310938094382,0.0504666997246255,944.412937663734,0.0157106469543001,17.9296458451094,0.0217326396189304,3.6625,0.105684022183033,8.76349272219445,12.6625,0.0353021837701084
2021-07-22,0.00118055555555556,0.137638888888889,0.00625,6.94444444444446e-05,0.0196527777777778,0.00125,0.0173611111111111,0.0183333333333333,0.0371527777777778,0.00034722222222222,0.0740277777777778,0.00076388888888888,0.0761805555555556,0.0125694444444444,0.852708333333333,0.00548611111111111,0.00458333333333333,0,0.00208333333333334,0.00486111111111111,0.00041666666666666,0.00013888888888888,0.00027777777777777,0.000625,0.000625,0.0642361111111111,0.371527777777778,0.176736111111111,0.208333333333333,0.0822916666666666,0.104166666666667,0.163819444444444,0.0797222222222222,0.00826388888888889,0.0444444444444444,0.0260416666666667,19.3878538732394,0.0130436996442282,0.103992127441907,0.425536971830986,0.00243866491905531,0.0238747035279153,150.697535211268,0.0278100447180345,0.325310714997358,12.9529929577465,0.0246994840203022,0.292541001628302,8.04192429577465,0.0233480624322395,0.0400383392217916,27.4846830985915,0.0709109264423482,0.688906691179219,1.41091549295775,0.082303787367777,0.444282897631873,NA,NA,NA,4.43908450704225,2.12976853352109,0.58286307436732,8.42693661971831,0.10131895657423,0.71237602979947,4,309,956.6,953.5,955.1,27.7,14.9,21.4,0,87.9,34.3,62.1,13,1.3,2.3,326,283.068125,970.6,966.8,968.996041666667,28.5,15.9,21.7195138888889,0.0716666666666667,100,39.3,73.2654166666667,1.50430555555556,5.3,196.403888888889,"three",1.456,24.5,5.9,6.125,26.3,1.835,5.796,11.6246075071945,0.053838138771678,994.965341228646,0.0303086952404353,18.6948343409989,0.0587935713280443,3.2875,0.117176558055351,11.3908586862724,12.35,0.0348943970595682
2021-07-23,0.00215277777777778,0.17,0.00625,0.00173611111111111,0.0288888888888889,0.00208333333333334,0.0148611111111111,0.0206944444444444,0.0306944444444444,0.00041666666666666,0.0975,0.00138888888888889,0.0281944444444444,0.0111805555555556,0.758888888888889,0.00472222222222222,0.00451388888888889,0.00041666666666666,0.00104166666666667,0.00590277777777778,0.00020833333333333,0.00027777777777777,0.00034722222222222,0.00243055555555556,0.00104166666666667,0.0244444444444444,0.414305555555556,0.205138888888889,0.288888888888889,0.0881944444444445,0.114305555555556,0.183958333333333,0.0975,0.0111111111111111,0.0459722222222222,0.0246527777777778,19.5433732394366,0.0140134708752252,0.114785297609449,0.424276408450704,0.00607976970710187,0.0212925745861101,155.989595070423,0.0544895627261205,0.338654061622984,13.3413732394366,0.0485362912736498,0.303487551230189,7.89384683098592,0.0051865363930456,0.0426445556498551,29.1957746478873,0.136916420850712,0.633704650473025,1.27218309859155,0.0671575530785064,0.370007759183619,NA,NA,NA,7.65475352112676,1.71630296314915,0.511395123868949,9.06038732394366,0.146227213177074,0.741907873898513,13,314,953.9,947.4,950.9,28.6,15.7,22.2,0,88.3,33.5,63.8,12.7,1.3,2.9,50,309.210694444444,967.9,961.6,965.096527777778,29.8,16.5,22.8442361111111,0.0983333333333333,100,37.5,72.1777083333333,1.05326388888889,4,144.200833333333,NA,NA,NA,NA,NA,NA,NA,NA,10.6567674035177,0.0580043792579857,1032.44559934563,0.0457911126674821,19.6768199708966,0.0591244812374123,3.3625,0.201352315302866,11.7416864070649,11.7875,0.0358316679492689
2021-07-24,0.005,0.131666666666667,0.00729166666666667,0.00013888888888888,0.0357638888888889,0.00180555555555556,0.0124305555555556,0.024375,0.03625,0.00055555555555555,0.115694444444444,0.00131944444444444,0.0305555555555556,0.0109722222222222,0.434097222222222,0.00833333333333334,0.00548611111111111,6.94444444444446e-05,0.00041666666666666,0.00402777777777778,0.00020833333333333,0,0.00034722222222222,0.00020833333333333,0.00020833333333333,0.0095138888888889,0.390902777777778,0.189791666666667,0.305486111111111,0.0915972222222222,0.103888888888889,0.135416666666667,0.0810416666666667,0.013125,0.0415277777777778,0.0245138888888889,19.3752329225352,0.0123439006921453,0.116095445528615,0.423362072434608,0.00393675871672556,0.0247456433148636,156.426815392354,0.0439136824996283,0.359738726038734,13.4172660965795,0.0404328427432114,0.325390798710475,7.86844308350101,0.00540739536775042,0.0428566042337111,29.4651936619718,0.054720265935064,0.529665665868044,1.21404175050302,0.0513297875474475,0.345016084750724,NA,NA,NA,1.39824195171026,7.2097566853875,1.9245483375,9.70789235412475,0.0861432846397024,0.684892163979129,96,141,950,946.2,947.6,24.9,17.1,19.5,23.8,97.2,56.4,82.5,2.3,1.5,2.4,67,144.368263888889,963.7,959.6,961.223680555556,25.9,17.8,20.9263194444444,17.0783333333333,100,53.1,85.1848611111111,2.18298611111111,8,170.435625,NA,NA,NA,NA,NA,NA,NA,NA,10.1792257972842,0.250674491908899,1026.5643283002,0.0354116318935685,18.9837346426454,0.0879271985527715,3.275,0.112782407623537,14.5860914077819,11.9,0.0386398005748646
2021-07-25,0.00465277777777778,0.102777777777778,0.0117361111111111,6.94444444444446e-05,0.054375,0.00270833333333333,0.0122222222222222,0.0207638888888889,0.039375,0.00055555555555555,0.0772916666666667,0.00104166666666667,0.0469444444444445,0.0223611111111111,0.134930555555556,0.0136805555555556,0.00895833333333333,0.00041666666666666,0.00111111111111111,0.00291666666666667,0.00034722222222222,0.00013888888888888,0.00104166666666667,0.00013888888888888,0.00013888888888888,0.005625,0.351180555555556,0.157291666666667,0.225138888888889,0.101388888888889,0.0870833333333333,0.0934027777777778,0.0606944444444445,0.00805555555555556,0.0425,0.0289583333333333,19.3420968309859,0.0221004111364604,0.11460160223553,0.424239436619718,0.00470298274242084,0.0201329248442683,141.893591549296,0.0660171016591675,0.323778196018115,12.2014084507042,0.0588722571903903,0.291532713677047,7.85481690140845,0.00692815817263148,0.0421752210687377,29.0595070422535,0.0587532566902848,0.456457845021687,1.18978873239437,0.044296463180208,0.355681815013158,NA,NA,NA,0.0896126760563381,67.4968371482022,0.527356053956354,11.2177816901408,0.104247493453149,0.786413121406332,88,117,949,946.7,947.9,20.9,16,17.6,10.2,97.5,72.5,91.6,2.3,1.1,3.1,72,123.870833333333,962.6,960.4,961.480625,20.5,17.6,18.9183333333333,21.8816666666667,100,80.6,94.8272222222222,2.22951388888889,7,173.701319444444,NA,NA,NA,NA,NA,NA,NA,NA,10.6593490831256,0.105195703467709,1006.38067461839,0.0737074679897957,19.3228093012365,0.079704918367894,3.2375,0.110060380463205,2.93395033670844,11.925,0.0343567065581311
2021-07-26,0.00715277777777778,0.0872222222222222,0.00986111111111111,0,0.0579861111111111,0.00354166666666667,0.0117361111111111,0.0161805555555555,0.0358333333333333,0.00076388888888888,0.0925,0.00236111111111111,0.0247222222222222,0.0275,0.0734722222222222,0.0136805555555556,0.0174305555555556,0.00020833333333333,0.00125,0.00256944444444444,0.00034722222222222,0.00013888888888888,0.00090277777777777,0.00034722222222222,0.00020833333333333,0.00819444444444445,0.352569444444444,0.145347222222222,0.204166666666667,0.121736111111111,0.0822916666666667,0.101180555555556,0.0629166666666667,0.00916666666666667,0.0523611111111111,0.0281944444444444,19.5627957746479,0.0265040525344894,0.122170815041111,0.423271126760563,0.00721482366450743,0.0229847743919897,140.119172535211,0.0825138945824707,0.314731546452428,11.981161971831,0.0744626740075394,0.278115365339006,7.88727288732394,0.0100873452560897,0.0454065710242358,27.068838028169,0.137465435797161,0.395874070589936,1.05404929577465,0.0834503083623193,0.302341731855927,NA,NA,NA,0.0267605633802817,266.917614740885,0.0548258821638122,9.67605633802817,0.191776707018347,0.759570528160088,71,159,952.7,948.7,950.2,22.3,16.1,17.9,4.1,97.2,65.4,88.2,3.4,1.1,2.6,180,161.449861111111,966.2,962.3,963.641875,22.6,16.8,19.1038888888889,3.48166666666667,100,69,91.4378472222222,2.01604166666667,7.7,186.165208333333,NA,NA,NA,NA,NA,NA,NA,NA,9.62476682704193,0.120265926136565,1025.09806654859,0.0615175845386241,19.7373364371655,0.0419373852157267,3.4,0.180623405547938,8.84996426099376,11.5375,0.0528106505176769
2021-07-27,0.0192361111111111,0.0444444444444444,0.0105555555555556,0.00013888888888888,0.0527083333333333,0.00263888888888889,0.00861111111111111,0.0327083333333333,0.0348611111111111,0.00041666666666666,0.120555555555556,0.003125,0.0165277777777778,0.0179166666666667,0.0975,0.0147222222222222,0.0374305555555555,0.00034722222222222,0.00159722222222222,0.00513888888888889,0.00027777777777777,6.94444444444446e-05,0.00069444444444444,0.00041666666666666,6.94444444444446e-05,0.010625,0.298194444444444,0.123611111111111,0.162708333333333,0.120277777777778,0.0679861111111111,0.0591666666666666,0.0484722222222222,0.00534722222222222,0.0507638888888889,0.0341666666666667,19.494875,0.0204002138369553,0.121771496369255,0.421299295774648,0.00460908852694714,0.0292406381655825,138.312975352113,0.0623197778227376,0.321088320912362,11.843838028169,0.0588474959592479,0.284922331236655,7.91265669014085,0.0065245568431768,0.0485698515035776,25.6864436619718,0.076825529616707,0.362175999112673,1.00739436619718,0.0529532243674397,0.328262938624047,NA,NA,NA,1.64665492957746,4.8113473422535,0.280442044062627,9.91443661971831,0.0991453735883614,0.796083965516367,71,175,952.4,949.3,951,23.8,15.3,18.5,5.2,96.3,49.7,84.3,3.9,1.2,2.1,90,185.027569444444,966.7,962.7,964.897708333333,24.9,15.7,19.7302083333333,2.08833333333333,100,57.2,88.0702777777778,1.94520833333333,6.6,188.874583333333,NA,NA,NA,NA,NA,NA,NA,NA,10.64283517769,0.133610350854432,1014.60354462119,0.0475004102008326,19.0111520429723,0.0593963211812211,2.7875,0.087743209062211,7.33087513385798,11.2625,0.0532609253734118
2021-07-28,0.015,0.0160416666666667,0.0109722222222222,0.00027777777777777,0.0376388888888889,0.00451388888888889,0.006875,0.0152083333333333,0.0317361111111111,0.00034722222222222,0.0725,0.00208333333333333,0.0106944444444444,0.0281944444444444,0.0931944444444445,0.0125694444444445,0.0244444444444444,0.00048611111111111,0.00222222222222222,0.00368055555555556,6.94444444444446e-05,0.00027777777777777,0.00138888888888889,0.00020833333333333,0.00013888888888888,0.00277777777777778,0.270763888888889,0.115347222222222,0.121805555555556,0.107013888888889,0.0492361111111111,0.0378472222222222,0.031875,0.00298611111111111,0.0413888888888889,0.0272222222222222,19.4748116197183,0.00861070771826194,0.118401444847389,0.421841549295775,0.00540076936376488,0.0345163155446207,133.023802816901,0.0356008824087578,0.313820408700505,11.4029929577465,0.0342962879983655,0.278633945598608,7.90383978873239,0.00466176709783093,0.0485759482970301,23.5257042253521,0.0837387134031753,0.298612127137334,1.01038732394366,0.0378610455206319,0.321534378252461,NA,NA,NA,-1.53133802816901,-3.62418607397556,-0.078278654441882,9.78767605633803,0.142489752712671,0.840353532237121,83,99,952.9,950.7,952,20.5,15.4,17,5.9,97,80.2,91.3,2.4,1,2,207,88.815625,966.8,964.3,965.636736111111,21,16.3,18.3090972222222,6.875,100,80,96.0138888888889,2.08715277777778,7.7,174.068958333333,NA,NA,NA,NA,NA,NA,NA,NA,10.2004225965762,0.126186386077857,1004.81836797604,0.0127837851586341,18.9683621936209,0.0439891833737175,3.025,0.122103267757713,NA,11.175,0.0679399491865629
2021-07-29,0.0242361111111111,0.0421527777777778,0.00861111111111111,0.00027777777777777,0.0490972222222222,0.00409722222222222,0.0125694444444444,0.0397916666666667,0.0338888888888889,6.94444444444446e-05,0.0673611111111111,0.00486111111111111,0.0079861111111111,0.0238194444444444,0.287777777777778,0.0130555555555556,0.0413194444444444,0.00041666666666666,0.00208333333333333,0.00625,0.00027777777777777,0.00013888888888888,0.00083333333333333,0.00125,0.00013888888888888,0.00743055555555555,0.316736111111111,0.132708333333333,0.146388888888889,0.103402777777778,0.0653472222222222,0.0621527777777778,0.0564583333333334,0.00520833333333333,0.0384722222222222,0.025625,19.3509823943662,0.0157310924270801,0.120038692694515,0.422024647887324,0.00582498421359715,0.034698611552212,126.884330985915,0.0514550477125894,0.338562864178081,10.8883802816901,0.0477744228202352,0.30170241056225,7.97231866197183,0.00871652102368433,0.0486895446540868,21.0778169014085,0.0777286942150478,0.329075229215038,1.3387323943662,0.282401236246215,0.247843396904527,NA,NA,NA,4.73028169014085,2.43914878363768,0.483706940984631,8.45985915492958,0.0782004250906333,0.900039606417802,58,260,953.2,949.5,951.5,24.3,15.6,19.3,0,95.1,53.1,75.8,8.3,1.2,2.4,281,285.930694444444,967.1,962.9,965.409791666667,26.3,17.2,20.5471527777778,0.0583333333333333,100,56.1,82.47875,2.03013888888889,5.5,185.811736111111,"three",1.372,25,NA,2.75,35.9,1.669,4.208,10.0626492317735,0.129057781002174,988.860110906046,0.0236160700951656,19.399457306779,0.0717404744940523,3.0875,0.112114111708164,8.83763747841587,10.8375,0.0391283569130044
2021-07-30,0.0373611111111111,0.0136805555555556,0.00618055555555556,0.00013888888888888,0.036875,0.00444444444444444,0.00527777777777778,0.0213888888888889,0.0296527777777778,0.00041666666666666,0.059375,0.004375,0.00229166666666667,0.0199305555555556,0.140694444444444,0.00715277777777778,0.00743055555555556,0.00034722222222222,0.00243055555555556,0.00569444444444445,0,0.00034722222222222,0.00125,0.00034722222222222,6.94444444444446e-05,0.00166666666666667,0.315833333333333,0.146944444444444,0.182638888888889,0.102361111111111,0.0463888888888889,0.0385416666666667,0.0500694444444444,0.00263888888888889,0.0390277777777778,0.0265277777777778,19.3830598591549,0.0126692370991,0.11675786047508,0.426524647887324,0.00439301051445847,0.0375949046606095,124.901866197183,0.0641734908675261,0.360591866740046,10.7014084507042,0.0594032956346212,0.325959735019142,8.05070950704225,0.0083672999274825,0.0468303511455497,22.0720070422535,0.0602407111348193,0.311895465664119,1.66971830985915,0.0209066115236458,0.153075927215103,NA,NA,NA,7.91179577464789,1.86282500943778,0.522276136785412,8.38855633802817,0.133501947906144,0.717400692575098,42,202,950.1,946.3,948.8,26.6,15.3,19.3,3.2,97.3,48.8,79.7,7.1,1.4,4.1,207,158.167638888889,964.2,959.6,962.560972222222,27.7,16.5,20.466875,5.15,100,55.1,86.5606944444445,1.69340277777778,10.7,164.075833333333,NA,NA,NA,NA,NA,NA,NA,NA,10.7035039276693,0.0915976817930852,992.740053429286,0.025818982282602,19.2553077822235,0.099497112976387,3.275,0.0667977877038759,17.6674917847336,10.1,0.0656757384228792
2021-07-31,0.0207638888888889,0.0676388888888889,0.00479166666666666,0.00020833333333333,0.0938194444444445,0.00222222222222222,0.0151388888888889,0.0315972222222222,0.0228472222222222,0,0.0465277777777778,0.00430555555555555,0.00604166666666667,0.0102083333333333,0.0975694444444445,0.00479166666666667,0.0319444444444444,0.00013888888888888,0.00333333333333333,0.00555555555555556,6.94444444444446e-05,0.00034722222222222,0.00076388888888888,0.00055555555555555,0.00013888888888888,0.005625,0.386944444444444,0.150833333333333,0.171458333333333,0.0954861111111111,0.0715277777777778,0.128402777777778,0.127986111111111,0.0075,0.034375,0.0200694444444445,19.1955088028169,0.032020389781411,0.124569632925196,0.425531690140845,0.0128360771993971,0.0320055883320104,116.886443661972,0.0827939590638733,0.380182903986978,10.0346830985916,0.0713776213582565,0.340632855969583,8.01071654929578,0.0111324465309582,0.046697849217444,22.2823943661972,0.10055374830488,0.375539830127848,1.72746478873239,0.0187854360367863,0.153406344246394,NA,NA,NA,4.75105633802817,2.55435880709889,0.557407504846618,8.12447183098591,0.106706721468998,0.640676707949791,96,198,949.8,946.3,948.2,21.1,14.4,17.7,18.8,96.8,52,76.6,2.7,1.4,2.8,299,181.429097222222,963.7,959.9,962.177083333333,22.7,16.2,19.1802083333333,2.17166666666667,100,55.7,81.6432638888889,2.60701388888889,7,224.804583333333,NA,NA,NA,NA,NA,NA,NA,NA,9.50672700361796,0.270298787793246,996.442911167933,0.0642997967406206,19.2888607233092,0.103475771189461,3.525,0.221177854466137,24.8423152132733,10.1375,0.0575035310122793
